carat,cut,clarity,table,x,y,z,E,F,G,H,I,J,price
0.28,3,2,59.0,4.23,4.25,2.56,0,0,0,0,0,0,642
1.24,3,7,58.0,6.77,6.83,4.27,0,0,0,0,0,1,4789
2.25,5,7,56.0,8.49,8.54,5.15,0,0,0,0,1,0,16575
0.38,3,6,53.7,4.67,4.69,2.9,0,0,1,0,0,0,755
0.5,3,6,59.0,5.11,5.04,3.08,0,0,0,0,0,0,1190
1.07,3,1,59.0,6.63,6.72,3.94,0,0,0,0,0,0,17909
0.55,5,6,56.0,5.26,5.31,3.24,0,0,1,0,0,0,1605
0.46,2,6,58.0,4.87,4.92,3.07,1,0,0,0,0,0,967
0.3,2,5,55.0,4.24,4.29,2.69,0,1,0,0,0,0,484
0.9,2,6,53.0,6.08,6.15,3.85,0,0,0,0,1,0,3196
1.3,4,5,58.0,6.97,6.9,4.35,0,0,0,0,1,0,6246
0.7,4,4,58.0,5.68,5.74,3.54,0,0,0,0,0,1,1657
1.02,4,5,59.0,6.44,6.39,4.03,1,0,0,0,0,0,5666
0.52,5,5,57.0,5.21,5.23,3.18,1,0,0,0,0,0,1689
1.61,5,6,55.0,7.54,7.48,4.71,0,0,0,0,1,0,9611
0.31,4,3,59.0,4.35,4.38,2.68,0,0,0,1,0,0,625
0.66,3,3,59.0,5.6,5.67,3.42,0,0,0,0,0,0,4311
1.52,5,6,57.0,7.58,7.48,4.54,0,0,1,0,0,0,11028
2.01,4,5,62.0,8.13,8.08,4.89,0,0,0,0,1,0,15939
1.09,5,7,57.0,6.63,6.68,4.07,0,0,1,0,0,0,4586
0.4,5,7,56.0,4.82,4.76,2.91,0,0,1,0,0,0,870
0.38,4,7,56.0,4.79,4.72,2.85,1,0,0,0,0,0,596
0.32,5,3,55.0,4.39,4.41,2.73,0,1,0,0,0,0,786
0.4,3,5,60.0,4.67,4.69,2.9,1,0,0,0,0,0,879
0.51,5,5,55.0,5.18,5.16,3.16,0,0,0,0,0,0,1882
0.42,5,4,54.0,4.8,4.83,3.02,0,0,1,0,0,0,921
1.53,1,5,69.0,7.6,7.51,4.36,0,0,0,0,1,0,8996
0.55,5,5,56.0,5.28,5.25,3.24,0,0,0,0,0,0,2030
0.28,3,5,59.0,4.22,4.26,2.56,1,0,0,0,0,0,487
1.32,3,6,57.0,7.04,6.99,4.37,0,0,0,1,0,0,7270
1.06,5,3,57.0,6.5,6.54,4.05,0,1,0,0,0,0,8954
1.5,2,7,58.0,7.06,7.11,4.57,1,0,0,0,0,0,8492
0.36,5,2,57.0,4.63,4.57,2.8,0,0,1,0,0,0,1080
1.5,3,5,55.0,7.3,7.26,4.61,0,0,0,0,1,0,9533
0.54,4,5,59.0,5.32,5.26,3.16,1,0,0,0,0,0,1555
0.31,5,1,56.0,4.34,4.31,2.69,0,1,0,0,0,0,1046
0.35,5,6,56.0,4.56,4.58,2.81,0,0,0,1,0,0,523
0.62,4,7,59.0,5.51,5.46,3.35,1,0,0,0,0,0,1579
0.31,5,4,55.0,4.37,4.39,2.68,0,0,0,0,0,1,424
2.14,5,7,56.0,8.22,8.26,5.1,0,0,0,0,1,0,14321
0.23,4,5,61.0,4.06,3.98,2.35,0,0,0,0,0,0,411
1.01,3,5,61.0,6.36,6.46,3.95,0,0,1,0,0,0,5759
1.01,3,5,56.0,6.41,6.37,4.03,0,1,0,0,0,0,6267
0.9,3,4,59.0,6.13,6.1,3.88,0,0,0,1,0,0,4234
0.3,5,2,56.0,4.31,4.28,2.68,0,1,0,0,0,0,1114
0.42,5,5,55.0,4.75,4.8,2.97,0,0,0,0,0,0,1031
2.03,4,4,60.0,8.36,8.28,4.93,0,0,0,0,0,1,14588
0.9,3,6,56.0,6.16,6.09,3.87,0,1,0,0,0,0,4158
1.01,4,5,57.0,6.45,6.39,3.99,0,0,0,1,0,0,5120
2.0,2,7,54.0,8.01,8.15,4.86,1,0,0,0,0,0,15962
1.53,5,7,56.0,7.39,7.34,4.59,0,0,1,0,0,0,9468
2.0,4,7,60.0,8.07,8.11,4.91,0,0,0,1,0,0,15312
0.71,3,6,58.0,5.71,5.75,3.45,0,0,1,0,0,0,2604
0.3,5,4,57.0,4.32,4.3,2.66,0,0,1,0,0,0,776
1.01,3,6,59.0,6.41,6.45,4.04,1,0,0,0,0,0,5416
0.71,3,6,56.0,5.68,5.72,3.53,1,0,0,0,0,0,2455
0.72,5,4,55.0,5.74,5.77,3.56,1,0,0,0,0,0,3283
0.34,4,5,60.0,4.51,4.47,2.77,0,0,0,1,0,0,689
0.41,3,6,56.0,4.75,4.8,3.01,0,0,0,0,0,0,717
0.9,2,5,58.0,5.99,6.01,3.95,0,0,0,0,0,0,4682
1.04,3,3,61.0,6.63,6.69,3.88,0,0,0,0,0,0,9254
1.0,4,7,56.0,6.4,6.34,3.99,0,0,0,0,1,0,3830
1.52,4,4,58.0,7.39,7.31,4.52,0,0,1,0,0,0,13207
0.7,2,5,61.0,5.51,5.64,3.51,1,0,0,0,0,0,2394
1.55,5,6,57.0,7.4,7.44,4.58,0,0,1,0,0,0,12951
1.27,4,7,60.0,6.91,6.86,4.27,0,0,0,0,1,0,4836
0.4,5,5,57.0,4.74,4.8,2.89,0,0,1,0,0,0,1003
1.02,3,5,58.0,6.4,6.36,4.03,0,0,0,0,0,0,7677
0.35,5,6,55.9,4.53,4.56,2.8,0,1,0,0,0,0,596
0.3,4,6,58.0,4.27,4.31,2.68,0,0,0,0,0,0,552
0.32,5,3,56.0,4.44,4.43,2.72,0,0,1,0,0,0,936
1.0,3,5,61.0,6.35,6.39,3.9,0,0,0,0,0,0,6190
0.76,5,6,57.0,5.81,5.87,3.64,0,0,0,0,1,0,2474
0.3,4,7,55.0,4.29,4.26,2.68,0,0,1,0,0,0,452
1.75,5,7,57.0,7.71,7.59,4.81,0,1,0,0,0,0,11113
0.77,4,6,59.0,5.86,5.82,3.61,0,0,0,0,0,1,2010
0.74,4,6,59.0,5.82,5.81,3.57,0,1,0,0,0,0,2671
0.41,5,2,57.0,4.8,4.77,2.94,1,0,0,0,0,0,1279
1.0,3,5,57.0,6.31,6.27,3.99,0,0,1,0,0,0,5806
0.34,4,2,58.0,4.47,4.45,2.79,0,0,0,0,1,0,803
1.51,5,5,55.0,7.33,7.38,4.57,0,0,1,0,0,0,13532
0.39,5,7,56.0,4.78,4.74,2.9,0,0,1,0,0,0,716
1.23,2,4,59.0,6.76,6.85,4.33,0,0,0,0,1,0,5834
1.0,3,7,58.0,6.33,6.3,4.01,0,0,0,0,0,0,3304
1.0,3,5,60.0,6.32,6.36,3.98,1,0,0,0,0,0,6600
1.01,3,5,57.0,6.32,6.27,3.99,0,0,0,1,0,0,4559
0.36,2,5,55.0,4.52,4.49,2.87,0,0,0,1,0,0,729
0.38,5,2,54.0,4.69,4.72,2.88,0,0,1,0,0,0,949
0.53,5,7,56.0,5.23,5.24,3.23,0,1,0,0,0,0,1142
1.5,4,4,58.0,7.33,7.28,4.55,0,1,0,0,0,0,15291
0.33,2,5,56.0,4.38,4.42,2.8,0,0,0,0,0,0,625
1.04,2,8,58.0,6.42,6.35,4.08,0,0,0,1,0,0,3261
1.36,4,5,59.0,7.4,7.27,4.28,0,0,0,0,0,1,6157
0.33,5,4,56.0,4.48,4.44,2.76,0,0,0,1,0,0,743
0.3,5,4,54.0,4.32,4.29,2.69,0,0,0,0,1,0,608
0.7,1,6,57.0,5.53,5.59,3.64,0,0,0,1,0,0,2048
0.71,5,4,56.0,5.66,5.7,3.54,1,0,0,0,0,0,3198
0.31,4,2,58.0,4.4,4.43,2.67,0,0,0,1,0,0,707
0.31,5,3,56.0,4.35,4.37,2.7,0,0,0,0,0,0,1034
2.06,4,7,58.0,8.22,8.11,5.05,0,0,0,0,1,0,14803
0.43,2,6,58.0,4.75,4.79,3.01,0,0,1,0,0,0,704
1.01,2,4,61.0,6.5,6.45,3.68,0,0,0,0,0,0,5050
0.35,4,5,59.0,4.51,4.55,2.81,0,1,0,0,0,0,706
1.5,3,5,63.0,7.27,7.32,4.41,0,0,0,0,0,1,7177
1.02,5,5,56.0,6.42,6.45,3.99,0,1,0,0,0,0,7326
0.7,2,4,57.0,5.62,5.54,3.57,0,1,0,0,0,0,2381
1.26,5,2,60.0,6.92,6.95,4.26,0,0,0,0,0,1,6186
0.7,4,4,62.0,5.77,5.7,3.42,0,0,0,0,0,1,1953
0.73,3,5,55.0,5.77,5.71,3.62,1,0,0,0,0,0,3066
0.72,5,3,57.0,5.76,5.74,3.57,1,0,0,0,0,0,3093
0.31,3,6,58.0,4.3,4.27,2.72,0,0,0,0,0,0,732
0.31,4,2,62.0,4.37,4.35,2.61,0,0,1,0,0,0,1046
1.07,5,6,57.0,6.62,6.56,3.98,1,0,0,0,0,0,4973
0.59,5,3,56.0,5.45,5.43,3.33,0,1,0,0,0,0,2345
1.21,4,4,60.0,6.88,6.78,4.23,0,0,0,1,0,0,6607
0.31,5,4,54.0,4.39,4.43,2.71,0,0,1,0,0,0,658
0.4,5,4,56.0,4.76,4.73,2.91,0,1,0,0,0,0,1050
1.06,4,6,57.0,6.53,6.47,4.04,0,0,1,0,0,0,5113
0.73,2,5,58.0,5.69,5.64,3.61,0,0,0,0,1,0,2144
0.3,5,2,57.0,4.3,4.34,2.67,0,1,0,0,0,0,814
1.13,5,3,57.0,6.65,6.68,4.11,0,0,0,0,0,0,12150
1.07,5,7,56.0,6.58,6.61,4.06,1,0,0,0,0,0,5602
2.02,5,5,58.0,8.19,8.11,5.01,0,0,0,0,1,0,16018
2.11,5,7,56.0,8.43,8.35,5.03,0,0,0,1,0,0,12226
0.42,5,2,55.0,4.78,4.84,2.97,0,0,1,0,0,0,1179
0.52,5,4,54.0,5.17,5.12,3.24,0,0,1,0,0,0,1694
1.02,4,5,58.0,6.4,6.45,4.03,0,0,1,0,0,0,6058
0.3,5,1,56.0,4.34,4.3,2.68,0,1,0,0,0,0,1013
0.6,5,7,57.0,5.37,5.39,3.36,1,0,0,0,0,0,1385
0.54,5,5,57.0,5.33,5.28,3.19,0,0,0,1,0,0,1439
1.06,3,6,57.0,6.65,6.72,3.97,0,0,0,0,0,0,5713
1.54,5,7,59.0,7.33,7.38,4.56,0,0,0,0,1,0,8254
0.71,2,6,57.0,5.61,5.65,3.55,0,0,0,1,0,0,2096
1.21,5,6,56.0,6.87,6.81,4.26,1,0,0,0,0,0,7088
0.32,2,6,56.0,4.34,4.35,2.75,1,0,0,0,0,0,561
1.0,5,8,56.0,6.43,6.38,3.96,1,0,0,0,0,0,3584
1.09,5,5,54.0,6.64,6.65,4.09,0,0,0,1,0,0,5732
0.27,5,3,57.0,4.17,4.2,2.57,0,1,0,0,0,0,620
0.58,5,4,57.0,5.42,5.37,3.26,0,1,0,0,0,0,2245
1.7,5,8,54.0,7.63,7.58,4.77,0,0,0,1,0,0,7197
1.63,5,5,56.0,7.56,7.59,4.68,0,0,0,0,1,0,11963
0.5,4,6,57.0,5.11,5.08,3.17,0,0,0,0,0,0,1654
0.3,3,4,53.0,4.26,4.31,2.7,0,0,0,0,1,0,473
1.47,4,5,57.0,7.27,7.22,4.55,0,0,1,0,0,0,11113
0.5,4,4,58.0,5.11,5.06,3.13,0,1,0,0,0,0,1715
0.91,4,7,51.0,6.24,6.21,3.8,0,1,0,0,0,0,3546
0.7,4,6,59.0,5.8,5.75,3.43,0,1,0,0,0,0,2596
0.41,5,5,56.0,4.74,4.76,2.95,1,0,0,0,0,0,935
0.3,5,5,55.0,4.32,4.31,2.67,0,1,0,0,0,0,776
1.0,2,6,56.0,6.34,6.37,4.03,0,0,0,1,0,0,4389
0.4,4,3,60.0,4.79,4.75,2.89,0,0,0,1,0,0,1125
0.5,2,3,58.0,5.0,5.05,3.21,0,0,1,0,0,0,1715
1.2,5,5,56.0,6.82,6.79,4.24,0,1,0,0,0,0,8590
0.5,2,7,63.0,5.23,5.27,3.0,0,0,0,0,0,0,1141
0.76,5,7,57.0,5.83,5.87,3.6,1,0,0,0,0,0,2680
0.3,5,5,56.0,4.31,4.25,2.66,1,0,0,0,0,0,844
0.42,5,4,55.0,4.83,4.85,2.97,0,0,0,0,0,1,664
1.02,3,1,57.0,6.36,6.46,4.02,0,0,0,0,0,0,15306
0.8,3,4,56.0,5.83,5.94,3.74,0,1,0,0,0,0,3471
1.04,3,7,58.0,6.41,6.47,4.05,0,0,0,0,0,0,5265
0.71,1,6,57.0,5.73,5.68,3.57,0,1,0,0,0,0,2088
1.02,5,4,56.0,6.45,6.42,4.03,1,0,0,0,0,0,8545
0.73,5,7,55.0,5.78,5.82,3.59,0,1,0,0,0,0,2588
0.39,4,2,58.0,4.66,4.61,2.91,0,0,0,0,0,1,921
0.29,3,4,57.0,4.2,4.24,2.62,1,0,0,0,0,0,496
0.31,4,4,59.0,4.37,4.35,2.67,0,0,1,0,0,0,802
0.92,2,7,58.0,6.11,6.14,3.93,0,1,0,0,0,0,3340
0.54,4,2,56.0,5.3,5.25,3.2,0,0,1,0,0,0,2236
0.71,5,7,57.0,5.86,5.81,3.46,0,1,0,0,0,0,2331
0.4,4,3,58.0,4.75,4.7,2.87,0,1,0,0,0,0,1163
0.31,2,6,56.0,4.27,4.31,2.71,0,1,0,0,0,0,512
1.5,3,4,57.0,7.24,7.31,4.54,0,0,1,0,0,0,13379
1.01,4,7,57.0,6.49,6.44,3.99,0,0,0,0,0,0,5006
1.5,5,4,57.0,7.25,7.32,4.54,0,0,1,0,0,0,14067
0.34,5,1,53.0,4.5,4.52,2.79,0,0,0,1,0,0,863
0.9,2,7,61.0,6.16,6.2,3.7,1,0,0,0,0,0,3660
2.29,5,7,57.0,8.39,8.43,5.24,0,0,0,0,0,1,13200
1.01,4,5,57.0,6.52,6.47,3.95,0,1,0,0,0,0,6702
1.22,4,2,60.0,6.87,6.85,4.19,1,0,0,0,0,0,13824
0.5,3,6,60.0,5.17,5.23,3.06,0,0,0,0,0,0,1436
0.37,4,5,59.0,4.62,4.67,2.81,0,1,0,0,0,0,696
0.5,5,7,56.0,5.06,5.03,3.17,0,0,0,0,0,0,1243
0.41,4,3,58.0,4.84,4.79,2.92,0,1,0,0,0,0,1192
1.0,3,5,60.0,6.36,6.43,3.91,0,1,0,0,0,0,6619
0.4,5,6,55.0,4.72,4.76,2.94,0,0,1,0,0,0,692
0.77,3,5,63.0,5.8,5.84,3.63,0,0,0,0,1,0,2054
1.01,3,6,57.0,6.35,6.4,4.01,0,1,0,0,0,0,6075
0.41,5,4,57.0,4.76,4.73,2.98,0,0,0,0,0,0,1230
2.01,4,6,60.0,8.1,8.06,4.92,0,0,0,0,1,0,15528
0.57,5,4,55.0,5.35,5.38,3.29,0,0,1,0,0,0,1942
0.56,5,6,58.0,5.36,5.39,3.23,0,1,0,0,0,0,1394
0.91,5,7,57.0,6.23,6.24,3.84,0,0,0,0,1,0,3034
0.4,3,6,57.0,4.69,4.72,2.96,0,0,1,0,0,0,699
0.23,3,4,61.0,4.0,4.05,2.39,0,0,0,1,0,0,338
1.57,5,5,56.0,7.42,7.49,4.6,0,0,1,0,0,0,14283
1.07,5,7,57.0,6.62,6.59,4.04,0,1,0,0,0,0,4128
0.57,3,5,55.0,5.33,5.34,3.32,0,0,0,0,1,0,1267
1.55,3,6,54.0,7.41,7.47,4.58,0,0,0,1,0,0,9818
0.4,4,6,61.0,4.71,4.67,2.91,1,0,0,0,0,0,882
0.72,5,6,56.0,5.72,5.79,3.54,0,1,0,0,0,0,2870
1.22,5,4,56.0,6.83,6.88,4.24,0,0,1,0,0,0,9339
0.7,3,4,58.0,5.61,5.65,3.56,0,0,1,0,0,0,2473
0.5,3,3,57.0,5.04,5.11,3.19,0,0,1,0,0,0,1838
2.01,4,5,60.0,8.06,8.12,4.94,0,0,0,0,1,0,17433
0.72,5,5,56.0,5.73,5.76,3.56,1,0,0,0,0,0,2962
1.33,2,4,56.0,6.96,6.92,4.42,0,0,0,0,1,0,7090
0.53,3,5,60.0,5.21,5.28,3.15,1,0,0,0,0,0,1612
1.1,4,5,57.0,6.66,6.61,4.06,0,0,0,0,0,1,3696
0.4,5,2,57.0,4.72,4.75,2.92,0,1,0,0,0,0,1128
1.05,4,1,60.0,6.59,6.57,3.99,0,0,1,0,0,0,9012
0.41,3,5,56.0,4.81,4.83,2.94,0,0,1,0,0,0,827
0.6,5,5,55.0,5.39,5.42,3.35,0,0,0,0,0,0,2444
1.51,5,7,58.0,7.33,7.42,4.51,0,0,0,0,1,0,7362
0.53,5,3,58.0,5.18,5.2,3.21,0,0,1,0,0,0,1941
1.18,5,7,56.0,6.74,6.76,4.2,0,0,0,1,0,0,5657
0.26,2,3,55.0,4.05,4.06,2.57,0,0,0,1,0,0,440
0.49,5,7,56.0,5.13,5.18,3.13,0,0,0,1,0,0,1190
0.61,3,3,55.0,5.44,5.47,3.4,0,0,1,0,0,0,2403
0.78,5,6,56.0,5.92,5.99,3.64,0,0,0,1,0,0,2781
1.44,3,8,62.0,7.15,7.23,4.39,1,0,0,0,0,0,5068
0.3,4,1,58.0,4.34,4.3,2.66,0,1,0,0,0,0,1085
0.31,3,2,57.0,4.3,4.4,2.72,0,0,1,0,0,0,816
0.52,5,6,57.0,5.18,5.14,3.22,0,0,0,0,0,0,1720
0.37,5,4,54.7,4.61,4.63,2.85,1,0,0,0,0,0,886
0.51,5,5,56.0,5.13,5.15,3.17,0,1,0,0,0,0,1660
0.97,5,7,55.0,6.47,6.41,3.91,0,0,0,1,0,0,3729
0.31,5,6,56.0,4.34,4.37,2.69,0,0,0,0,0,0,571
0.32,5,3,57.0,4.38,4.41,2.72,0,0,1,0,0,0,730
1.8,2,7,58.0,7.66,7.75,4.87,0,0,0,0,1,0,9979
0.38,5,2,56.0,4.64,4.6,2.89,1,0,0,0,0,0,1327
1.02,3,7,54.0,6.37,6.43,4.06,0,0,0,1,0,0,4252
0.31,5,5,56.0,4.38,4.42,2.7,0,0,0,1,0,0,646
0.53,5,5,56.0,5.17,5.18,3.22,0,0,0,0,0,0,1809
0.32,5,5,57.0,4.36,4.38,2.72,0,0,0,1,0,0,505
0.76,4,6,59.0,5.84,5.82,3.59,0,0,0,0,0,0,2942
1.17,2,6,64.0,6.91,6.83,4.12,0,0,0,0,1,0,4586
0.5,3,3,57.0,5.1,5.13,3.13,0,1,0,0,0,0,1891
0.32,2,6,54.0,4.36,4.42,2.77,0,0,0,1,0,0,449
0.5,3,5,56.0,5.04,5.08,3.18,0,0,0,0,0,0,1752
0.38,5,3,55.0,4.64,4.69,2.89,0,0,0,0,1,0,721
2.0,5,7,57.0,8.04,8.0,4.93,0,0,0,1,0,0,12587
0.72,3,3,58.0,5.77,5.82,3.5,0,0,1,0,0,0,3043
0.7,4,4,60.0,5.61,5.56,3.51,0,0,0,1,0,0,2367
0.4,3,5,56.0,4.7,4.68,2.98,0,0,1,0,0,0,1035
0.23,5,2,55.0,3.98,4.01,2.44,0,0,0,1,0,0,484
1.01,2,7,58.0,6.3,6.36,4.01,1,0,0,0,0,0,4168
0.41,5,2,54.5,4.77,4.8,2.97,0,0,0,0,1,0,891
1.08,5,6,57.0,6.55,6.51,4.1,0,0,0,1,0,0,4964
0.38,5,2,56.0,4.67,4.7,2.9,0,0,1,0,0,0,993
0.31,5,2,55.0,4.42,4.39,2.68,0,0,0,1,0,0,942
0.62,3,5,59.1,5.55,5.6,3.3,0,0,0,0,0,0,2311
2.03,4,6,59.0,8.15,8.22,5.02,0,1,0,0,0,0,17803
1.04,4,5,62.0,6.67,6.65,3.91,0,0,0,1,0,0,4477
0.7,1,5,55.0,5.63,5.58,3.66,0,1,0,0,0,0,2762
1.55,4,6,60.0,7.33,7.35,4.59,0,0,0,0,1,0,8866
1.51,4,6,61.0,7.32,7.3,4.45,0,1,0,0,0,0,11666
0.33,5,1,55.0,4.48,4.5,2.76,0,0,1,0,0,0,946
0.32,3,5,56.0,4.38,4.42,2.77,0,0,0,0,1,0,449
0.51,5,3,57.0,5.19,5.22,3.12,0,0,0,1,0,0,1611
1.62,5,7,54.0,7.55,7.6,4.68,0,0,0,1,0,0,8865
1.23,3,6,55.0,6.72,6.78,4.27,0,0,0,1,0,0,5665
0.91,2,7,61.0,6.03,6.09,3.87,1,0,0,0,0,0,3538
0.7,5,5,57.0,5.77,5.7,3.51,0,0,1,0,0,0,2515
0.7,5,7,56.0,5.77,5.72,3.53,0,0,0,1,0,0,2326
0.7,5,7,55.0,5.68,5.73,3.54,0,0,0,0,0,0,2553
2.02,3,7,56.0,7.99,8.06,5.0,0,0,0,0,0,0,17263
1.01,4,7,58.0,6.51,6.44,3.98,0,0,1,0,0,0,3461
1.16,5,3,56.7,6.7,6.78,4.16,0,1,0,0,0,0,10439
0.5,3,7,56.0,5.08,5.12,3.18,0,1,0,0,0,0,1147
2.33,5,5,57.0,8.52,8.47,5.31,0,0,0,0,1,0,15073
0.81,5,5,57.0,6.0,6.06,3.71,1,0,0,0,0,0,3975
0.7,3,5,60.0,5.61,5.56,3.53,0,0,0,0,0,0,3033
0.59,5,6,56.0,5.36,5.39,3.3,1,0,0,0,0,0,1664
1.5,3,5,59.0,7.21,7.27,4.52,0,0,0,0,0,0,13287
1.2,5,3,57.0,6.81,6.77,4.22,1,0,0,0,0,0,11839
2.1,4,7,57.4,8.17,8.27,5.0,0,0,1,0,0,0,16112
0.3,5,5,58.0,4.26,4.23,2.64,0,1,0,0,0,0,569
0.43,4,6,57.0,4.88,4.85,2.97,0,0,0,0,0,0,993
0.31,4,5,59.0,4.32,4.36,2.69,0,0,0,0,0,0,734
0.51,4,7,61.0,5.19,5.16,3.08,0,0,0,0,0,0,1406
0.43,3,6,60.0,4.94,4.97,2.92,0,0,1,0,0,0,774
1.53,4,3,60.0,7.46,7.41,4.49,0,0,0,1,0,0,12092
0.52,1,5,56.0,5.05,5.0,3.28,0,0,0,0,0,1,1030
0.27,5,4,55.0,4.18,4.16,2.57,1,0,0,0,0,0,603
0.41,3,3,58.0,4.71,4.74,2.98,0,0,0,1,0,0,847
0.25,5,2,55.0,4.04,4.08,2.53,0,0,0,1,0,0,525
1.0,2,7,61.0,6.35,6.43,3.93,1,0,0,0,0,0,4258
0.97,5,7,55.0,6.37,6.32,3.91,0,0,0,1,0,0,3694
1.11,3,5,58.0,6.59,6.61,4.11,0,0,1,0,0,0,6311
0.57,2,7,57.0,5.24,5.26,3.35,0,0,0,0,0,0,1262
2.22,3,6,55.0,8.29,8.35,5.19,0,0,0,0,1,0,17160
0.8,5,6,60.0,5.98,6.03,3.61,0,1,0,0,0,0,3293
2.0,2,5,55.0,7.94,7.88,5.07,0,0,1,0,0,0,17898
0.4,4,3,61.0,4.72,4.7,2.92,0,0,0,0,0,0,1206
1.53,3,6,60.0,7.43,7.51,4.54,1,0,0,0,0,0,12386
1.02,5,6,56.0,6.43,6.47,4.0,0,0,0,0,0,0,6340
2.25,5,7,57.0,8.39,8.32,5.21,0,0,0,0,1,0,17143
0.71,5,5,56.0,5.76,5.78,3.53,0,0,0,0,0,0,3135
0.7,3,6,60.0,5.74,5.77,3.47,0,0,0,0,0,0,2656
1.05,5,5,57.0,6.58,6.65,4.02,0,0,1,0,0,0,6486
1.67,5,4,59.0,7.64,7.61,4.7,0,0,0,0,1,0,11975
0.32,5,2,53.0,4.42,4.45,2.76,0,0,1,0,0,0,814
1.05,4,7,58.0,6.74,6.67,3.95,0,0,0,0,0,0,5134
0.71,5,5,57.0,5.72,5.68,3.56,0,0,1,0,0,0,2511
0.5,5,7,56.0,5.17,5.19,3.14,0,1,0,0,0,0,1118
0.9,4,6,60.0,6.14,6.08,3.8,0,0,0,0,0,0,4612
1.11,5,4,57.0,6.67,6.7,4.09,0,0,0,0,1,0,6758
0.31,3,2,57.0,4.3,4.33,2.71,0,0,1,0,0,0,761
2.3,5,7,57.0,8.4,8.35,5.25,0,0,0,1,0,0,14215
1.07,4,5,59.0,6.53,6.46,4.05,0,0,0,1,0,0,5498
0.98,5,7,57.0,6.33,6.29,3.97,0,0,1,0,0,0,4116
0.5,4,5,59.0,5.09,5.06,3.19,1,0,0,0,0,0,1746
0.9,4,5,61.0,6.22,6.12,3.75,0,0,1,0,0,0,4259
2.24,5,7,56.0,8.38,8.43,5.16,0,0,0,1,0,0,16300
1.64,4,7,58.0,7.58,7.62,4.66,0,0,0,0,1,0,8587
1.12,4,7,58.0,6.72,6.68,4.1,0,0,0,0,1,0,3669
0.71,5,6,60.0,5.79,5.81,3.46,0,0,1,0,0,0,2522
0.41,5,6,54.0,4.76,4.81,2.97,1,0,0,0,0,0,755
0.33,2,2,64.0,4.47,4.5,2.7,0,1,0,0,0,0,724
0.34,2,6,56.0,4.5,4.52,2.79,0,1,0,0,0,0,581
0.61,3,6,55.0,5.39,5.43,3.43,0,0,0,0,1,0,1356
1.71,5,5,58.0,7.64,7.68,4.78,0,0,0,1,0,0,13190
0.41,5,4,57.0,4.75,4.8,2.95,0,0,0,0,0,0,1151
0.42,2,6,57.0,4.77,4.79,3.02,0,0,1,0,0,0,737
1.22,5,6,54.0,6.83,6.86,4.26,0,0,0,1,0,0,6727
1.05,5,7,56.0,6.53,6.5,4.03,0,0,0,0,0,0,5204
1.31,4,3,59.0,6.96,6.92,4.35,0,0,1,0,0,0,11389
2.0,4,7,59.0,8.13,8.09,4.97,0,0,0,0,1,0,14208
0.9,3,3,61.0,6.29,6.19,3.74,0,0,0,1,0,0,4637
0.33,4,5,58.0,4.47,4.49,2.69,0,0,1,0,0,0,579
0.6,4,7,59.0,5.55,5.52,3.26,0,1,0,0,0,0,1378
0.42,5,3,56.0,4.85,4.82,2.97,0,0,0,0,0,0,1389
0.7,3,7,60.0,5.76,5.8,3.47,0,0,0,1,0,0,2077
0.3,5,5,55.0,4.28,4.31,2.66,0,0,0,1,0,0,496
0.53,2,5,58.0,5.31,5.38,3.12,0,0,0,0,0,0,1625
1.0,2,6,60.0,6.24,6.29,3.99,1,0,0,0,0,0,5082
0.7,5,6,56.0,5.66,5.69,3.52,0,0,1,0,0,0,2699
0.5,4,2,58.0,5.05,5.1,3.17,0,0,0,1,0,0,1710
1.27,4,6,58.0,6.97,6.91,4.29,0,0,0,0,0,1,5121
0.26,4,4,58.0,4.22,4.18,2.5,0,1,0,0,0,0,580
0.9,4,6,60.0,6.19,6.14,3.77,0,0,0,0,0,0,4304
1.0,3,5,58.0,6.41,6.49,3.99,0,1,0,0,0,0,6927
0.9,3,4,58.0,6.18,6.26,3.84,0,0,0,1,0,0,4466
0.7,4,7,59.0,5.76,5.73,3.48,1,0,0,0,0,0,2307
1.7,5,8,54.1,7.58,7.63,4.77,0,0,0,1,0,0,7068
0.39,4,7,62.0,4.74,4.72,2.87,1,0,0,0,0,0,778
0.71,3,4,62.0,5.84,5.89,3.41,0,0,0,0,0,0,3145
0.41,4,5,57.0,4.74,4.71,2.96,0,1,0,0,0,0,1107
1.01,3,6,58.0,6.36,6.4,3.97,0,0,0,0,0,0,5122
1.2,3,4,57.0,6.84,6.75,4.25,0,0,1,0,0,0,8150
0.91,1,5,58.0,6.04,5.99,3.95,0,0,0,0,0,0,4107
0.46,5,6,56.0,4.97,4.99,3.06,0,0,1,0,0,0,990
0.32,4,3,58.0,4.38,4.35,2.72,0,0,1,0,0,0,936
0.31,3,6,58.0,4.3,4.33,2.68,0,0,0,0,0,0,571
0.72,5,6,59.0,5.75,5.79,3.56,0,1,0,0,0,0,2706
0.92,3,3,58.0,6.11,6.22,3.87,0,0,0,0,0,0,7150
2.01,4,5,58.0,8.22,8.16,4.94,0,0,0,0,1,0,17826
0.74,2,5,57.0,5.72,5.77,3.62,0,0,0,1,0,0,2327
0.41,2,6,57.0,4.73,4.78,3.0,1,0,0,0,0,0,705
1.01,1,6,57.0,6.3,6.22,4.07,0,0,0,0,0,0,5385
